Id,Hazard,T1_V1,T1_V2,T1_V3,T1_V4,T1_V5,T1_V6,T1_V7,T1_V8,T1_V9,T1_V10,T1_V11,T1_V12,T1_V13,T1_V14,T1_V15,T1_V16,T1_V17,T2_V1,T2_V2,T2_V3,T2_V4,T2_V5,T2_V6,T2_V7,T2_V8,T2_V9,T2_V10,T2_V11,T2_V12,T2_V13,T2_V14,T2_V15
98288,2,3,18,3,B,C,N,B,B,D,8,L,B,10,1,A,G,N,51,10,N,3,B,3,34,1,13,7,N,N,A,3,1
31114,1,9,16,1,N,H,N,B,B,E,8,J,B,10,1,A,K,N,26,9,Y,3,B,2,31,1,6,4,N,N,A,2,1
95510,1,1,10,4,C,A,Y,B,B,D,12,A,B,20,3,N,B,N,37,17,N,8,A,3,34,1,21,1,Y,N,D,2,4
80857,1,3,16,2,N,C,Y,B,B,D,2,L,B,10,1,A,B,N,64,13,Y,15,A,2,34,1,11,3,Y,N,E,2,1
52552,1,17,5,3,N,A,N,B,B,D,12,B,B,15,3,A,B,N,79,8,N,6,C,3,37,1,16,7,Y,N,E,3,1
35358,1,5,7,5,B,A,Y,B,B,B,2,B,B,15,3,A,B,N,55,10,Y,11,A,2,31,1,16,2,Y,N,E,2,5
85838,3,3,19,3,N,K,N,B,C,F,8,H,B,10,2,A,K,Y,49,10,N,7,C,3,25,1,10,2,N,Y,A,3,2
26798,13,3,15,5,E,H,N,B,B,E,8,H,B,15,1,A,N,N,55,18,N,9,B,3,31,1,4,7,N,N,E,3,1
84034,1,11,12,6,N,C,N,B,B,D,7,L,B,20,1,A,I,Y,87,20,Y,12,A,1,40,1,14,3,Y,Y,D,1,8
13063,8,7,15,5,B,I,N,B,B,E,3,J,B,15,2,A,M,N,61,7,Y,9,A,2,28,1,17,3,Y,N,E,2,7
31851,1,1,6,4,C,A,N,B,B,B,8,F,B,20,4,N,B,N,42,17,Y,11,A,2,40,1,21,5,Y,N,D,4,3
37251,8,2,10,5,N,H,N,B,B,D,8,L,B,15,1,A,D,N,56,19,Y,16,A,2,25,1,22,6,Y,N,C,2,5
1609,5,6,13,1,B,A,N,B,B,D,3,B,B,10,3,A,B,Y,89,9,N,13,A,2,25,2,3,6,Y,Y,E,2,1
8064,1,6,5,2,B,A,N,D,B,D,3,B,B,10,1,A,B,N,29,9,Y,7,A,2,37,1,21,6,Y,N,E,4,3
78758,7,7,19,4,B,I,Y,B,B,E,12,H,B,10,1,A,R,Y,94,5,N,6,A,2,34,1,10,3,Y,Y,E,2,5
90381,4,3,16,1,N,A,N,B,B,D,7,E,B,15,3,A,B,N,39,9,Y,7,A,2,40,1,16,4,Y,N,E,3,4
81605,1,13,22,3,B,H,Y,B,B,D,8,L,B,10,2,A,I,N,53,18,Y,3,B,2,37,1,4,4,Y,N,D,2,1
18096,8,10,20,2,N,K,Y,B,B,E,8,H,B,10,1,A,R,Y,71,15,Y,9,A,5,40,2,17,4,Y,Y,E,5,9
39902,4,1,18,4,C,H,N,B,B,E,3,H,B,15,1,A,N,N,19,14,N,3,B,2,22,1,20,7,N,N,C,1,1
61522,1,7,14,3,N,A,Y,B,B,D,8,B,B,20,3,A,A,N,55,9,Y,16,A,2,40,1,11,1,N,N,A,2,10
4929,1,4,7,5,N,A,Y,B,B,D,7,B,B,5,3,A,B,N,83,6,N,9,A,2,40,1,5,6,Y,N,C,4,5
60668,1,2,9,2,N,A,Y,B,A,B,7,F,B,20,4,N,B,N,46,16,N,14,A,3,25,1,22,5,Y,N,E,1,8
35768,1,7,2,1,B,K,N,B,B,E,12,K,B,15,3,A,K,Y,35,7,N,9,C,2,25,1,16,6,Y,Y,E,2,1
13418,8,4,10,7,N,K,Y,B,B,E,2,H,B,10,1,A,K,N,59,9,Y,5,A,2,22,1,18,4,N,N,A,2,1
99426,1,5,4,3,C,A,Y,B,B,D,8,B,B,15,3,A,B,N,91,8,N,2,C,2,28,1,12,4,Y,N,E,2,1
28198,1,12,21,4,W,I,N,B,B,E,12,H,B,15,1,A,K,N,86,19,N,4,A,2,37,1,9,1,Y,N,C,4,3
33298,2,6,14,4,N,K,N,B,B,F,8,J,B,15,1,A,K,N,82,7,Y,16,A,3,37,1,19,3,N,N,A,3,9
86349,2,9,8,4,N,H,Y,B,D,D,3,L,B,10,1,A,E,N,40,15,Y,6,B,1,22,1,1,7,N,N,A,2,1
18189,4,2,12,4,C,A,N,B,B,B,12,B,D,15,2,N,B,N,59,14,N,13,A,2,31,1,25,4,Y,N,E,3,6
4640,4,11,18,3,N,K,N,B,B,E,3,H,B,10,1,A,K,N,40,11,Y,11,A,3,37,1,18,3,N,N,A,5,3
33251,4,17,12,2,N,B,N,B,B,D,8,B,B,10,2,A,I,N,95,8,N,12,C,2,34,1,1,3,Y,N,E,2,1
83710,5,11,7,3,E,C,Y,B,B,D,12,L,B,10,1,A,I,N,92,39,N,6,A,4,37,2,14,3,Y,N,E,5,3
1309,1,16,19,4,B,B,Y,B,B,D,7,B,B,15,3,A,I,N,34,8,Y,9,A,2,40,1,9,7,Y,N,C,2,4
50756,5,8,18,3,N,B,N,B,B,D,12,B,B,10,3,A,A,N,80,11,N,17,A,1,37,1,18,2,Y,N,C,1,3
10721,4,2,15,6,N,K,Y,B,B,E,12,J,B,20,2,A,L,N,52,13,Y,15,A,1,28,1,23,4,Y,N,E,2,5
84653,5,1,19,3,N,B,N,B,C,D,3,F,B,10,1,A,I,N,40,11,N,9,A,1,28,1,21,4,Y,N,D,2,5
36104,5,17,13,4,N,B,Y,B,C,D,12,B,B,15,1,A,B,N,44,8,N,3,A,1,37,1,20,2,N,N,A,1,2
51084,4,7,4,3,B,A,N,B,B,D,8,B,B,10,1,A,I,Y,98,8,N,18,A,2,31,1,19,1,Y,Y,E,2,3
48773,1,19,2,1,N,B,N,B,B,D,12,B,B,15,1,A,I,N,23,12,N,3,A,2,34,1,13,3,N,N,C,4,2
99992,4,3,1,1,N,C,N,B,B,B,12,L,B,20,1,C,I,N,48,18,N,15,C,2,37,1,13,7,Y,N,E,2,5
66627,14,19,11,8,W,H,N,B,B,E,8,H,B,20,1,A,K,Y,54,16,N,9,B,2,25,1,1,6,Y,Y,E,4,1
26032,13,7,17,4,N,K,N,B,B,E,7,H,B,10,1,A,R,N,23,8,N,10,A,2,37,1,1,4,Y,N,E,2,1
70807,1,5,12,3,B,A,N,B,B,D,8,B,B,15,1,A,A,N,22,8,N,9,A,2,22,1,13,6,Y,N,D,5,6
24011,1,14,19,6,B,H,N,B,B,D,12,B,B,20,1,A,I,N,64,10,Y,4,B,1,31,1,18,6,N,N,A,1,1
74574,1,9,6,4,N,H,Y,B,B,D,8,B,B,20,1,A,B,N,72,11,N,9,A,2,28,1,7,1,Y,N,C,4,5
54044,1,2,5,3,C,B,N,B,B,D,2,B,B,10,1,A,B,N,38,11,N,4,B,1,34,1,6,6,N,N,C,2,1
69308,1,2,5,3,C,K,N,B,B,E,8,H,D,15,1,A,K,N,37,8,Y,10,A,2,40,1,21,6,N,N,B,5,4
84885,1,2,12,8,C,A,N,B,B,D,8,B,B,10,2,N,B,Y,96,9,Y,15,B,2,40,1,17,4,Y,Y,C,2,1
32374,3,6,15,5,B,K,Y,A,B,E,7,H,B,10,3,A,R,Y,73,8,N,6,C,2,40,1,18,3,Y,Y,E,2,1
24763,7,7,4,3,B,A,Y,B,B,D,3,B,B,10,1,A,I,Y,88,6,Y,11,A,1,37,1,17,5,Y,Y,E,1,3
95706,5,16,6,4,B,B,N,B,B,B,8,B,B,20,1,A,I,N,50,9,N,7,A,2,25,1,16,6,Y,N,E,2,4
22486,1,12,20,7,N,K,Y,B,B,E,3,K,B,5,1,A,K,N,33,10,N,8,A,2,37,1,9,6,Y,N,E,2,5
26554,20,11,7,5,N,H,Y,B,B,B,7,L,B,10,1,A,B,N,65,24,Y,7,A,2,37,1,25,4,Y,N,E,4,1
67182,1,8,10,5,C,C,N,B,B,D,3,B,B,20,1,A,D,Y,82,22,Y,6,A,2,37,1,6,6,Y,Y,E,2,4
97214,4,8,17,2,B,I,N,B,B,E,12,H,B,10,1,A,K,N,43,15,Y,14,A,1,28,1,15,4,Y,N,D,1,3
3041,1,16,1,1,N,A,N,B,B,D,3,B,B,20,1,A,B,N,50,9,Y,15,B,1,40,1,15,4,Y,N,E,1,1
68963,10,4,6,3,B,A,N,B,B,D,3,B,B,10,1,A,I,N,38,8,N,9,A,2,34,1,5,1,N,N,A,2,3
92642,1,8,7,4,N,H,N,B,B,D,12,L,B,15,1,A,B,N,73,15,Y,8,A,2,34,1,21,4,Y,N,C,4,5
13551,7,14,15,1,B,H,N,B,B,D,8,B,B,10,3,A,I,Y,87,19,N,10,A,2,22,1,19,6,Y,N,E,4,4
60286,1,17,1,1,N,H,Y,B,B,E,3,N,B,10,1,A,R,N,6,9,N,6,B,1,31,1,18,4,N,N,A,2,1
63766,4,19,8,6,N,H,N,B,B,E,2,M,B,20,1,A,K,N,32,11,Y,3,B,2,25,1,14,4,N,N,A,3,1
8332,5,19,17,3,N,K,N,B,B,E,3,H,B,10,1,A,L,Y,85,11,Y,14,A,4,28,1,7,2,Y,Y,E,4,3
80426,4,11,6,4,W,C,N,B,B,D,3,L,B,15,1,A,E,N,68,16,N,9,B,2,28,1,12,3,Y,N,E,2,1
80074,3,6,22,2,N,K,N,B,B,F,12,M,B,15,1,A,K,N,99,12,N,15,A,2,28,1,16,3,Y,N,D,2,11
37934,1,13,22,5,B,C,N,B,B,D,3,L,B,10,1,H,I,Y,87,26,N,6,A,3,31,1,17,4,Y,Y,C,5,3
48105,1,15,14,1,B,H,N,B,B,D,2,B,D,15,1,A,B,N,15,13,N,7,B,2,22,1,8,4,N,N,A,4,1
6683,7,8,16,1,N,K,N,B,B,E,2,H,B,20,1,A,R,N,71,8,Y,10,A,2,25,1,5,5,Y,N,E,2,8
84755,1,19,23,4,N,K,Y,B,B,E,2,H,B,10,3,A,P,N,26,9,Y,13,A,2,31,1,21,7,Y,N,C,2,3
18352,5,3,19,2,B,H,N,B,B,E,12,H,B,15,1,A,K,N,60,9,N,21,E,2,31,1,3,7,Y,N,D,2,8
67762,1,2,4,3,C,K,Y,B,B,E,7,H,B,20,2,N,R,N,45,13,N,16,A,2,40,1,2,7,Y,N,E,2,4
62175,1,5,4,3,B,A,N,B,B,D,7,B,B,10,1,A,B,Y,70,7,N,7,A,2,37,1,13,5,Y,Y,E,2,4
6922,1,12,21,3,B,K,N,B,B,E,3,H,B,15,1,D,K,Y,90,9,N,14,C,2,37,1,7,1,Y,Y,E,2,1
29328,1,8,14,2,N,H,N,B,B,D,12,B,B,10,1,A,B,N,64,18,N,10,A,2,25,1,6,7,N,N,D,4,6
28065,8,8,6,1,N,B,N,B,B,D,7,B,B,20,1,A,A,N,38,15,N,4,B,2,37,1,2,4,N,N,A,2,1
23799,1,6,17,5,B,A,N,B,B,D,12,B,B,15,3,A,B,Y,80,7,N,10,A,2,25,1,23,5,Y,Y,E,2,3
101226,2,11,22,1,N,C,N,B,B,D,12,L,B,15,1,A,I,N,76,30,N,13,A,4,25,1,20,7,Y,N,E,4,4
58357,4,11,8,5,N,H,Y,B,B,E,2,H,B,10,1,A,K,N,26,12,N,15,B,2,31,1,16,6,N,N,A,2,1
62609,2,5,17,2,B,A,N,B,B,D,8,B,D,5,2,A,A,N,63,9,N,8,A,1,22,1,13,6,Y,N,C,2,6
62108,6,1,18,5,N,H,Y,B,B,E,2,H,B,10,1,A,R,N,52,18,N,9,B,1,31,1,23,3,Y,N,E,1,6
28701,5,15,18,3,N,H,N,B,B,D,8,B,B,15,1,A,B,N,58,13,N,4,A,2,34,1,17,7,Y,N,D,2,2
65896,4,3,16,1,N,A,N,B,D,D,7,L,B,15,1,A,A,N,52,10,N,3,B,2,34,1,5,1,N,N,A,2,1
31827,1,13,19,3,W,C,N,B,B,D,8,L,B,20,1,A,A,N,51,14,Y,4,B,1,31,1,15,6,N,N,A,1,1
60725,1,5,3,2,C,A,N,B,B,D,8,A,B,15,3,A,C,N,12,12,N,7,A,2,28,1,10,6,Y,N,E,5,5
78234,12,18,16,4,B,A,Y,B,B,D,2,L,B,15,2,A,B,N,16,8,Y,10,A,2,25,1,17,3,Y,N,C,4,4
1561,1,18,5,4,N,A,Y,B,B,D,12,B,B,10,1,A,B,N,34,8,N,4,B,1,40,1,10,6,Y,N,E,1,1
27313,2,9,12,3,B,B,N,B,B,D,8,B,B,10,1,A,I,Y,82,12,N,18,A,1,31,1,22,1,Y,Y,E,1,8
81367,2,13,22,2,E,K,N,B,B,E,3,H,B,10,2,A,K,N,53,23,Y,18,A,3,37,1,19,5,Y,N,C,4,2
62637,8,12,21,2,W,H,Y,A,B,E,7,H,B,10,1,A,L,Y,95,24,N,15,A,1,40,1,11,5,Y,Y,E,1,5
89115,7,7,19,1,N,K,Y,B,B,E,8,H,B,20,1,A,N,Y,79,7,N,15,A,3,25,1,1,4,Y,Y,D,4,4
768,2,10,19,5,N,H,N,B,B,B,12,B,B,15,2,A,B,Y,43,19,N,14,A,1,28,1,4,6,Y,Y,E,1,6
35382,13,8,3,2,N,C,Y,B,B,D,12,B,B,15,1,A,I,N,80,10,N,9,A,2,40,1,21,4,Y,N,E,2,6
62030,1,11,1,1,N,H,N,B,D,D,3,L,D,10,1,A,I,N,23,23,N,7,A,4,31,1,19,5,N,N,A,7,3
15227,1,8,19,3,N,K,N,B,B,E,8,H,B,15,1,A,N,N,36,20,N,6,A,2,40,1,21,5,N,N,A,2,3
13581,4,5,20,1,W,A,Y,B,B,D,8,B,B,15,2,A,I,Y,85,8,N,10,A,2,31,1,6,4,Y,Y,E,2,3
66365,9,9,12,1,W,I,Y,B,B,E,2,H,B,15,1,A,N,N,55,13,Y,21,A,1,40,1,1,4,N,N,A,1,12
62176,8,1,21,4,N,A,N,B,B,D,3,F,C,5,2,A,B,N,30,17,N,6,B,1,40,1,21,2,N,N,E,4,1
54382,6,5,18,6,B,K,N,B,B,E,12,J,B,15,3,A,K,N,74,7,Y,8,A,2,25,1,19,7,Y,N,E,2,1
43570,1,8,18,2,N,B,Y,B,B,D,12,B,B,15,3,A,B,N,96,12,Y,12,A,1,22,1,25,5,Y,N,D,1,2
31058,1,12,9,2,B,C,N,B,B,D,12,L,B,10,1,A,I,N,8,15,Y,10,A,2,37,2,1,5,Y,N,C,2,6
98034,7,7,15,2,B,A,N,B,B,B,12,B,B,20,3,A,B,N,81,11,Y,13,A,2,40,1,16,6,N,N,C,5,8
88133,1,1,18,5,C,K,N,B,B,E,12,H,B,10,2,A,R,N,25,16,Y,11,A,2,37,1,21,4,N,N,E,2,6
37235,7,15,23,2,N,B,N,B,B,D,12,B,B,10,1,A,I,N,33,15,N,9,A,2,31,1,1,1,N,N,A,4,5
72871,5,7,20,1,W,H,N,B,B,E,8,J,B,10,1,A,P,Y,82,9,N,7,B,2,34,1,6,2,Y,Y,E,2,1
34700,4,2,16,1,N,A,N,B,B,D,8,L,B,20,1,A,C,N,4,10,N,17,B,2,31,1,12,6,Y,N,D,2,1
28096,1,16,13,1,N,K,Y,B,B,E,2,J,B,20,3,A,R,N,46,8,N,8,A,2,31,1,17,4,Y,N,C,2,4
34475,7,18,10,4,H,K,N,B,B,E,12,H,B,15,1,A,K,N,77,9,N,16,C,1,31,1,10,3,Y,N,E,2,1
28118,6,9,12,8,N,K,Y,B,B,E,2,H,B,10,1,A,J,N,94,11,N,13,A,2,40,1,4,6,Y,N,D,4,6
13909,1,6,3,2,B,A,N,B,B,D,3,B,B,10,1,A,I,Y,66,8,N,6,A,2,25,1,1,4,Y,Y,E,2,2
4299,4,12,21,2,E,K,N,B,B,E,3,H,B,10,3,A,R,Y,56,18,N,6,C,2,28,1,19,4,Y,Y,E,2,1
61632,10,6,3,2,B,I,Y,B,B,E,3,H,B,5,1,A,N,N,43,9,Y,4,A,2,31,1,21,4,N,N,B,3,3
55896,1,16,16,2,B,A,Y,B,B,D,3,B,B,15,1,A,G,N,49,8,N,14,A,2,31,1,19,6,N,N,D,2,1
19732,3,17,12,4,N,K,Y,C,B,F,3,H,B,5,1,A,R,N,86,9,N,11,A,4,40,1,21,1,N,N,A,5,5
71531,3,9,22,4,N,B,N,B,B,D,3,B,B,5,1,A,I,N,65,14,N,6,A,1,31,1,9,1,N,N,A,1,1
33306,5,8,8,3,W,I,N,B,B,E,12,J,B,10,1,A,R,N,44,20,Y,15,A,3,31,1,17,1,N,N,A,4,11
86305,4,8,18,4,N,K,N,B,B,E,8,J,B,10,1,A,R,N,100,15,Y,20,A,2,37,1,25,4,Y,N,C,2,10
87868,4,15,14,1,B,H,Y,D,B,C,7,B,B,5,1,C,C,Y,89,16,Y,15,A,3,25,1,20,7,Y,N,C,3,10
7133,1,17,1,1,N,K,Y,B,B,E,7,H,B,15,1,A,R,N,27,10,Y,6,A,2,25,1,2,7,N,N,A,3,1
14880,2,9,18,2,B,I,Y,B,B,E,12,J,B,10,3,A,K,N,67,17,N,17,A,2,34,1,19,7,Y,N,C,2,12
42484,4,13,19,1,N,H,N,B,B,E,12,H,B,20,1,C,R,N,36,12,N,7,B,2,40,1,16,4,N,N,A,4,1
69225,4,15,12,3,N,C,Y,B,B,D,12,B,B,10,1,A,B,N,64,16,N,11,A,4,37,1,5,3,Y,N,E,4,8
95624,7,12,10,5,B,H,N,B,B,E,2,H,B,10,1,A,R,Y,54,24,N,14,B,4,34,1,1,1,Y,Y,E,4,1
53623,3,4,7,5,N,A,N,B,B,D,8,B,B,20,2,A,B,N,95,6,N,10,A,4,28,1,11,1,Y,N,E,6,4
95738,1,19,8,3,N,H,Y,B,B,E,3,J,B,10,3,A,P,N,17,9,N,12,E,3,31,1,1,6,N,N,A,3,4
59449,7,13,17,1,W,C,Y,B,B,D,12,L,A,15,1,C,I,N,49,17,Y,9,A,2,34,1,15,5,Y,N,C,2,6
2411,7,9,4,3,E,K,Y,B,B,E,8,H,B,20,1,A,K,N,47,13,N,9,A,3,40,1,1,3,N,N,A,3,1
74485,1,18,12,3,N,B,N,B,B,D,3,A,B,10,3,A,B,Y,65,8,N,15,A,2,37,1,19,3,Y,N,E,2,9
26426,5,11,11,2,E,K,N,B,B,E,12,H,B,15,1,A,L,Y,87,4,Y,8,A,3,31,2,16,3,Y,Y,E,3,7
36676,5,9,21,4,N,C,N,A,B,D,7,B,B,15,1,A,E,N,19,16,Y,14,A,1,22,1,1,7,Y,N,E,1,11
59772,4,8,21,5,N,B,N,B,B,D,8,L,B,15,1,A,E,Y,86,18,N,17,A,2,25,1,13,7,Y,Y,E,2,6
14402,1,14,11,8,N,C,Y,B,B,D,7,B,B,10,1,A,I,N,70,10,N,4,B,1,37,1,4,5,N,N,A,1,1
14333,1,5,13,5,B,K,N,B,D,E,8,H,B,15,3,A,K,N,75,7,Y,19,A,1,40,1,10,7,Y,N,E,1,5
79246,16,2,16,4,C,A,N,B,B,D,12,B,B,15,3,A,B,N,51,16,N,16,B,1,37,1,23,4,Y,N,E,1,5
93099,8,15,16,1,N,C,N,B,B,D,3,B,B,10,1,A,A,N,40,12,N,6,B,2,31,1,1,5,Y,N,E,4,1
46162,7,15,18,1,N,K,Y,B,B,E,12,H,B,10,1,A,M,N,17,11,N,11,A,1,31,1,1,7,N,N,A,1,5
91193,4,13,19,2,G,C,Y,B,B,D,2,B,B,15,2,A,I,N,76,18,Y,14,A,2,37,1,20,6,Y,N,E,2,10
62207,2,16,1,1,W,H,N,B,B,E,8,H,B,20,1,A,N,N,37,8,Y,4,B,2,37,1,9,3,Y,N,E,3,1
64371,5,16,10,1,N,B,Y,B,B,D,8,B,C,20,1,C,I,Y,85,9,N,15,A,2,40,1,19,5,Y,Y,E,2,7
37095,2,9,15,4,W,H,N,B,B,D,8,B,B,10,1,A,B,N,69,13,Y,5,B,2,40,1,12,5,Y,N,E,2,1
31694,1,12,5,4,N,A,Y,B,B,D,7,L,B,10,1,A,B,N,14,8,N,15,B,2,40,1,1,3,N,N,A,2,1
36468,7,16,22,4,N,H,N,B,B,E,8,H,B,15,1,A,K,N,66,16,N,15,D,1,31,1,1,6,Y,N,D,1,12
101656,4,14,8,3,N,C,Y,B,B,D,7,L,B,15,3,A,I,N,87,16,N,12,B,7,31,1,17,2,Y,N,E,7,1
67791,1,9,17,2,N,K,Y,B,B,F,7,I,B,20,1,A,K,N,100,12,N,7,A,2,25,1,12,7,Y,N,E,4,5
50763,5,6,15,6,B,A,Y,B,B,D,8,B,B,10,1,A,A,N,70,5,Y,11,A,1,37,1,3,6,Y,N,E,1,9
17890,1,6,19,2,B,K,N,B,B,F,12,H,B,15,1,D,N,N,48,10,Y,14,A,1,22,1,20,3,Y,N,E,1,3
2780,1,9,17,2,N,H,N,B,B,E,8,H,B,15,1,A,P,N,52,12,N,5,B,1,37,1,18,1,N,N,A,2,1
17912,6,15,18,4,N,K,Y,B,B,E,12,M,B,20,3,A,R,N,65,14,N,15,A,1,31,1,17,7,Y,N,C,1,4
30716,1,13,19,6,B,I,Y,B,B,E,8,J,B,15,3,A,M,N,29,22,N,16,A,1,40,1,4,4,N,N,C,1,6
98168,4,15,16,3,N,H,N,B,B,D,3,B,B,10,1,A,B,N,33,10,N,16,A,1,40,1,16,6,N,N,B,1,10
52667,4,7,10,7,B,H,N,B,B,E,12,H,B,5,1,A,R,N,63,10,N,12,B,2,22,1,2,4,N,N,E,2,1
70079,1,4,7,1,S,A,N,B,B,D,12,B,B,15,2,A,B,N,77,6,Y,15,A,1,40,1,25,3,Y,N,E,1,1
1675,4,14,18,2,N,K,N,B,B,E,12,H,B,20,1,A,R,N,84,9,Y,3,A,1,37,1,17,4,Y,N,E,1,3
24407,5,10,6,4,N,C,N,B,B,B,3,L,B,20,1,A,F,N,52,12,Y,3,B,2,37,1,18,5,Y,N,E,2,1
68128,5,6,7,1,B,A,N,B,B,D,8,B,B,5,3,A,I,N,100,8,N,7,A,2,40,1,10,7,Y,N,E,2,1
11826,1,12,8,3,E,C,N,B,B,D,12,L,B,10,1,A,I,Y,94,22,N,13,C,1,40,1,6,4,Y,Y,E,3,1
35172,4,8,18,2,N,H,N,B,B,F,8,I,B,15,1,H,K,N,26,16,N,8,B,1,40,1,18,6,Y,N,D,1,1
64179,4,17,16,1,N,K,Y,D,D,E,7,H,B,5,1,C,N,N,60,9,N,15,A,2,22,1,1,7,Y,N,C,2,7
76759,4,15,16,6,B,I,N,B,B,E,12,I,B,10,1,A,J,N,90,17,N,15,A,3,22,1,4,2,N,N,A,3,11
79927,9,19,7,5,E,H,N,B,B,E,3,J,B,10,1,A,P,N,62,23,N,3,B,2,40,1,10,1,N,N,A,2,1
90396,8,16,14,8,H,H,Y,B,B,E,3,H,B,15,1,C,K,N,53,11,N,14,E,2,40,1,1,3,N,N,A,2,10
9357,1,15,11,3,B,C,N,B,B,D,3,B,B,20,2,A,D,N,37,13,N,2,B,2,34,1,3,2,N,N,A,2,1
8461,1,8,1,1,N,C,N,B,D,D,8,B,B,20,1,A,I,N,80,9,Y,6,C,2,28,1,16,1,Y,N,E,4,1
85702,10,9,10,2,N,C,N,B,B,D,12,L,B,10,1,A,I,N,88,15,N,13,A,2,40,1,20,3,Y,N,E,2,11
59560,8,18,14,2,N,K,Y,B,A,E,2,H,B,20,1,A,J,N,31,8,N,15,A,2,37,1,18,6,Y,N,E,2,11
24940,1,6,7,5,B,K,N,B,B,E,12,J,B,20,1,A,K,N,35,8,N,11,A,3,37,1,18,5,N,N,A,5,5
10439,3,7,18,4,B,K,N,B,B,E,3,J,B,20,1,S,R,N,71,8,N,20,A,1,31,1,16,6,Y,N,C,1,9
62999,2,17,3,2,B,A,N,B,B,D,2,B,B,10,1,A,I,N,75,8,N,3,B,1,37,1,2,3,N,N,A,1,1
87716,7,5,9,4,W,K,Y,B,B,E,3,J,B,5,3,A,J,Y,57,6,Y,12,C,2,31,1,20,4,Y,Y,E,2,10
95285,3,6,18,2,B,K,N,B,B,E,3,H,B,15,1,A,K,N,58,9,Y,13,C,1,34,1,20,7,Y,N,E,1,1
22579,1,12,7,5,W,K,N,B,B,E,8,N,B,10,1,A,J,N,14,12,Y,9,C,2,40,1,10,3,Y,N,E,3,1
17582,11,16,18,1,N,K,N,B,B,E,2,H,B,15,1,A,K,N,58,7,N,6,A,2,31,1,6,7,N,N,A,5,1
10388,1,17,14,2,N,B,Y,B,B,D,8,B,B,20,3,A,A,N,83,6,N,11,A,1,37,1,4,2,N,N,A,1,2
59115,5,13,15,3,B,H,N,B,C,D,8,B,B,15,1,A,A,N,44,17,N,5,B,2,31,1,17,6,N,N,A,3,1
24424,7,16,3,2,B,K,N,B,B,E,8,H,B,20,1,A,K,Y,91,11,Y,14,A,1,31,1,5,2,Y,Y,E,1,6
16965,8,1,10,2,N,K,N,B,B,E,12,H,B,10,3,A,K,N,36,18,N,16,A,2,40,1,21,7,Y,N,D,2,1
49999,1,4,19,1,S,A,N,B,B,D,12,B,B,20,3,A,E,N,15,9,Y,8,A,2,37,1,20,6,N,N,E,2,1
76561,1,8,11,5,N,K,N,B,D,E,3,J,A,15,3,A,K,N,90,7,Y,6,A,2,40,1,17,6,Y,N,D,2,1
31054,1,11,18,2,W,H,Y,B,B,E,3,H,B,10,1,A,K,N,51,13,N,4,B,2,22,1,19,6,N,N,A,2,1
29371,1,14,20,4,N,K,Y,B,B,E,12,H,B,20,3,A,N,N,87,20,Y,20,A,2,22,1,6,7,Y,N,E,2,9
94728,1,12,21,4,B,H,N,B,B,D,8,L,B,15,3,D,A,N,57,24,N,9,A,1,37,1,21,4,Y,N,E,1,4
89503,8,1,15,2,C,B,N,B,B,D,2,E,B,10,1,A,G,N,17,14,N,10,A,2,37,1,20,3,N,N,D,3,1
47009,8,4,12,4,N,K,N,B,B,E,12,H,B,15,1,A,P,Y,93,13,N,13,C,2,40,1,1,6,Y,Y,D,2,11
38335,1,11,16,4,N,K,N,B,B,E,8,H,B,20,1,A,M,N,21,14,N,3,A,2,34,1,21,7,N,N,A,4,2
31840,1,9,15,2,N,A,Y,B,B,D,12,B,B,10,1,A,B,N,31,10,N,4,B,2,34,1,9,6,N,N,A,3,1
30011,8,1,14,2,C,K,Y,B,B,F,3,H,D,10,1,A,K,N,22,17,Y,10,A,3,37,1,21,3,N,N,E,1,2
71650,14,9,8,6,N,K,N,B,B,E,2,H,B,15,2,A,R,N,34,16,Y,11,A,2,40,1,12,7,N,N,A,2,11
3016,1,16,8,1,N,B,N,B,B,D,12,L,B,5,1,A,I,N,21,7,N,11,B,1,37,1,8,4,N,N,C,1,1
74851,4,3,3,1,N,K,N,B,B,F,2,H,B,15,1,A,N,Y,62,15,Y,14,A,2,28,1,1,6,Y,Y,E,2,4
34791,1,12,16,3,B,I,N,B,B,F,7,H,B,10,2,A,R,N,53,16,Y,11,A,2,40,1,4,6,Y,N,E,2,5
68360,4,19,21,7,E,C,N,B,B,D,12,L,C,20,3,N,I,N,14,17,N,12,B,3,40,1,4,7,N,N,C,4,1
76289,7,6,17,2,B,A,N,B,B,D,3,B,B,20,1,A,B,N,64,6,N,13,D,2,37,1,1,5,N,N,A,2,11
15383,1,14,5,3,E,A,N,B,D,D,8,B,B,5,3,A,A,N,63,9,Y,3,B,1,37,1,8,4,N,N,A,1,1
33673,4,6,6,4,N,K,Y,B,B,E,12,M,A,10,3,A,K,N,55,6,N,7,A,3,31,1,21,4,Y,N,D,4,4
42795,7,4,7,4,E,A,N,B,B,D,12,B,B,20,3,A,I,N,91,14,N,6,C,2,40,1,15,4,Y,N,E,2,1
36838,4,9,4,3,N,K,N,B,B,E,12,H,B,10,1,A,J,N,53,13,Y,13,A,2,40,1,19,6,Y,N,D,2,2
49068,1,6,9,6,B,A,N,B,A,B,8,B,B,15,3,A,B,N,67,8,N,7,A,2,28,1,1,6,Y,N,E,2,1
